uttid,wav_path,transcription,length_seconds
BAC009S0181W0442,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0181W0442.wav,"{'uttid': 'BAC009S0181W0442', 'text': '黑龙江及沈阳凤九', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0181W0442.wav', 'rtf': '0.0091'}",3.161
BAC009S0171W0372,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0171W0372.wav,"{'uttid': 'BAC009S0171W0372', 'text': '蔡泽林顺势调整了速度', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0171W0372.wav', 'rtf': '0.0091'}",3.262
BAC009S0024W0152,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0024W0152.wav,"{'uttid': 'BAC009S0024W0152', 'text': '所以上述信息能看出', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0024W0152.wav', 'rtf': '0.0091'}",2.985
BAC009S0206W0186,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0206W0186.wav,"{'uttid': 'BAC009S0206W0186', 'text': '开局必须选择一个人', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0206W0186.wav', 'rtf': '0.0091'}",3.527
BAC009S0235W0230,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0235W0230.wav,"{'uttid': 'BAC009S0235W0230', 'text': '需要及时调整', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0235W0230.wav', 'rtf': '0.0091'}",2.392
BAC009S0228W0190,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0228W0190.wav,"{'uttid': 'BAC009S0228W0190', 'text': '但实际操作做不到', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0228W0190.wav', 'rtf': '0.0091'}",3.26
BAC009S0357W0149,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0357W0149.wav,"{'uttid': 'BAC009S0357W0149', 'text': '公司销售季度继续回暖', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0357W0149.wav', 'rtf': '0.0091'}",3.243
BAC009S0201W0401,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0201W0401.wav,"{'uttid': 'BAC009S0201W0401', 'text': '我就调整了一下心情', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0201W0401.wav', 'rtf': '0.0091'}",2.833
BAC009S0720W0155,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0720W0155.wav,"{'uttid': 'BAC009S0720W0155', 'text': '所有人都不配当压力', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0720W0155.wav', 'rtf': '0.0091'}",3.021
BAC009S0704W0156,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0704W0156.wav,"{'uttid': 'BAC009S0704W0156', 'text': '按揭的压力还是很大', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0704W0156.wav', 'rtf': '0.0091'}",2.943
BAC009S0087W0337,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0087W0337.wav,"{'uttid': 'BAC009S0087W0337', 'text': '通过系统数据的采集', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0087W0337.wav', 'rtf': '0.0091'}",2.848
BAC009S0041W0139,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0041W0139.wav,"{'uttid': 'BAC009S0041W0139', 'text': '从销售业绩的压力来看', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0041W0139.wav', 'rtf': '0.0091'}",2.968
BAC009S0084W0194,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0084W0194.wav,"{'uttid': 'BAC009S0084W0194', 'text': '那你可以放弃了投篮', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0084W0194.wav', 'rtf': '0.0091'}",2.566
BAC009S0010W0152,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0010W0152.wav,"{'uttid': 'BAC009S0010W0152', 'text': '高周转模式 EASY出错', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0010W0152.wav', 'rtf': '0.0091'}",2.85
BAC009S0598W0181,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0598W0181.wav,"{'uttid': 'BAC009S0598W0181', 'text': '我也想去但是我不想去', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0598W0181.wav', 'rtf': '0.0091'}",3.426
BAC009S0596W0316,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0596W0316.wav,"{'uttid': 'BAC009S0596W0316', 'text': '我还有一个问题就是我们学校的那个', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0596W0316.wav', 'rtf': '0.0091'}",4.092
BAC009S0512W0214,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0512W0214.wav,"{'uttid': 'BAC009S0512W0214', 'text': '亦可交由该公司运作', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0512W0214.wav', 'rtf': '0.0091'}",3.524
BAC009S0112W0129,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0112W0129.wav,"{'uttid': 'BAC009S0112W0129', 'text': '国家统计局数据显示', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0112W0129.wav', 'rtf': '0.0091'}",3.154
BAC009S0100W0210,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0100W0210.wav,"{'uttid': 'BAC009S0100W0210', 'text': '这样的练习立即锻炼身体', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0100W0210.wav', 'rtf': '0.0091'}",3.599
BAC009S0160W0268,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0160W0268.wav,"{'uttid': 'BAC009S0160W0268', 'text': '松下宣布收购三洋电机', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0160W0268.wav', 'rtf': '0.0091'}",3.57
BAC009S0234W0124,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0234W0124.wav,"{'uttid': 'BAC009S0234W0124', 'text': '从九月首周数据来看', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0234W0124.wav', 'rtf': '0.0091'}",3.327
BAC009S0081W0422,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0081W0422.wav,"{'uttid': 'BAC009S0081W0422', 'text': '计算和我们的', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0081W0422.wav', 'rtf': '0.0091'}",2.453
BAC009S0105W0150,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0105W0150.wav,"{'uttid': 'BAC009S0105W0150', 'text': 'STUDENTS的话可能四年级的时候', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0105W0150.wav', 'rtf': '0.0091'}",3.995
BAC009S0099W0171,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0099W0171.wav,"{'uttid': 'BAC009S0099W0171', 'text': '第二天就想去了想去', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0099W0171.wav', 'rtf': '0.0091'}",2.866
BAC009S0146W0291,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0146W0291.wav,"{'uttid': 'BAC009S0146W0291', 'text': '以让客户操作更便捷', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0146W0291.wav', 'rtf': '0.0091'}",3.342
BAC009S0163W0425,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0163W0425.wav,"{'uttid': 'BAC009S0163W0425', 'text': 'OK昆明就不太要稍微等了', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0163W0425.wav', 'rtf': '0.0091'}",2.839
BAC009S0036W0304,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0036W0304.wav,"{'uttid': 'BAC009S0036W0304', 'text': 'START可以减少基金战略的压力', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0036W0304.wav', 'rtf': '0.0091'}",3.024
BAC009S0710W0130,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0710W0130.wav,"{'uttid': 'BAC009S0710W0130', 'text': '估计也就在睡午觉睡到', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0710W0130.wav', 'rtf': '0.0091'}",2.811
BAC009S0350W0248,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0350W0248.wav,"{'uttid': 'BAC009S0350W0248', 'text': '梦想成真一个坚持多年后', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0350W0248.wav', 'rtf': '0.0091'}",4.241
BAC009S0706W0247,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0706W0247.wav,"{'uttid': 'BAC009S0706W0247', 'text': 'STARVE之间尽量控制', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0706W0247.wav', 'rtf': '0.0091'}",2.828
BAC009S0421W0210,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0421W0210.wav,"{'uttid': 'BAC009S0421W0210', 'text': '今年的检查结果表明', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0421W0210.wav', 'rtf': '0.0091'}",3.397
BAC009S0353W0220,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0353W0220.wav,"{'uttid': 'BAC009S0353W0220', 'text': '校园工地质量监测方案', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0353W0220.wav', 'rtf': '0.0091'}",2.606
BAC009S0244W0201,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0244W0201.wav,"{'uttid': 'BAC009S0244W0201', 'text': '一瓶解决了 SHIT内部自嘲', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0244W0201.wav', 'rtf': '0.0091'}",3.069
BAC009S0223W0188,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0223W0188.wav,"{'uttid': 'BAC009S0223W0188', 'text': '这是一个新的小工厂', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0223W0188.wav', 'rtf': '0.0091'}",2.603
BAC009S0101W0155,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0101W0155.wav,"{'uttid': 'BAC009S0101W0155', 'text': '楼市销售数据并不乐观', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0101W0155.wav', 'rtf': '0.0091'}",3.61
BAC009S0129W0151,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0129W0151.wav,"{'uttid': 'BAC009S0129W0151', 'text': '但高位回落的压力渐行', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0129W0151.wav', 'rtf': '0.0091'}",2.825
BAC009S0037W0250,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0037W0250.wav,"{'uttid': 'BAC009S0037W0250', 'text': '按照相似的契约运行', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0037W0250.wav', 'rtf': '0.0091'}",2.802
BAC009S0657W0178,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0657W0178.wav,"{'uttid': 'BAC009S0657W0178', 'text': '根据链家提供的数据', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0657W0178.wav', 'rtf': '0.0091'}",2.883
BAC009S0160W0279,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0160W0279.wav,"{'uttid': 'BAC009S0160W0279', 'text': '三洋电机则全面推出', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0160W0279.wav', 'rtf': '0.0091'}",3.307
BAC009S0123W0212,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0123W0212.wav,"{'uttid': 'BAC009S0123W0212', 'text': '这只是最初级的角色', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0123W0212.wav', 'rtf': '0.0091'}",3.192
BAC009S0598W0233,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0598W0233.wav,"{'uttid': 'BAC009S0598W0233', 'text': 'AN ALLY HAS BEEN SLAIN', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0598W0233.wav', 'rtf': '0.0091'}",3.564
BAC009S0511W0138,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0511W0138.wav,"{'uttid': 'BAC009S0511W0138', 'text': '浙江民间不是地潜 PEOPLE', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0511W0138.wav', 'rtf': '0.0091'}",3.207
BAC009S0230W0332,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0230W0332.wav,"{'uttid': 'BAC009S0230W0332', 'text': '有统计机构的数据显示', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0230W0332.wav', 'rtf': '0.0091'}",2.606
BAC009S0019W0281,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0019W0281.wav,"{'uttid': 'BAC009S0019W0281', 'text': '我采集了你哪些数据', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0019W0281.wav', 'rtf': '0.0091'}",3.07
BAC009S0105W0225,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0105W0225.wav,"{'uttid': 'BAC009S0105W0225', 'text': '我觉得这个事情我们也应该去避免一下', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0105W0225.wav', 'rtf': '0.0091'}",3.651
BAC009S0661W0294,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0661W0294.wav,"{'uttid': 'BAC009S0661W0294', 'text': '尽管特斯拉善于品牌运作', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0661W0294.wav', 'rtf': '0.0091'}",3.098
BAC009S0131W0191,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0131W0191.wav,"{'uttid': 'BAC009S0131W0191', 'text': '他是一个多情的女孩子', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0131W0191.wav', 'rtf': '0.0091'}",3.153
BAC009S0171W0201,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0171W0201.wav,"{'uttid': 'BAC009S0171W0201', 'text': '一些地方边干边调整', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0171W0201.wav', 'rtf': '0.0091'}",3.282
BAC009S0340W0235,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0340W0235.wav,"{'uttid': 'BAC009S0340W0235', 'text': '下一个目标目标', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0340W0235.wav', 'rtf': '0.0091'}",2.697
BAC009S0239W0160,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0239W0160.wav,"{'uttid': 'BAC009S0239W0160', 'text': '有机构请及时联系', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0239W0160.wav', 'rtf': '0.0091'}",2.916
BAC009S0665W0312,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0665W0312.wav,"{'uttid': 'BAC009S0665W0312', 'text': '就算做过一次也不会很难', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0665W0312.wav', 'rtf': '0.0091'}",3.133
BAC009S0169W0122,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0169W0122.wav,"{'uttid': 'BAC009S0169W0122', 'text': '我记得他是打了零二年的时候', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0169W0122.wav', 'rtf': '0.0091'}",2.918
BAC009S0343W0180,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0343W0180.wav,"{'uttid': 'BAC009S0343W0180', 'text': '率先启动 E家店面', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0343W0180.wav', 'rtf': '0.0091'}",3.476
BAC009S0068W0184,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0068W0184.wav,"{'uttid': 'BAC009S0068W0184', 'text': '汉江和东梁同岁不 MOTHER', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0068W0184.wav', 'rtf': '0.0091'}",3.617
BAC009S0055W0128,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0055W0128.wav,"{'uttid': 'BAC009S0055W0128', 'text': '我们的爱情到这儿就差不多了', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0055W0128.wav', 'rtf': '0.0091'}",3.319
BAC009S0243W0222,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0243W0222.wav,"{'uttid': 'BAC009S0243W0222', 'text': '进一步调整推广销售要求', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0243W0222.wav', 'rtf': '0.0091'}",3.885
BAC009S0007W0194,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0007W0194.wav,"{'uttid': 'BAC009S0007W0194', 'text': '应该说操作性比较强', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0007W0194.wav', 'rtf': '0.0091'}",3.574
BAC009S0104W0495,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0104W0495.wav,"{'uttid': 'BAC009S0104W0495', 'text': '这两天交通事故发生率很高', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0104W0495.wav', 'rtf': '0.0091'}",3.098
BAC009S0112W0218,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0112W0218.wav,"{'uttid': 'BAC009S0112W0218', 'text': '要有第一代氧化物的作用', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0112W0218.wav', 'rtf': '0.0091'}",3.118
BAC009S0238W0296,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0238W0296.wav,"{'uttid': 'BAC009S0238W0296', 'text': '他们勇于担心 NEW中考失败', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0238W0296.wav', 'rtf': '0.0091'}",2.899
BAC009S0008W0253,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0008W0253.wav,"{'uttid': 'BAC009S0008W0253', 'text': '以车载信息娱乐系统', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0008W0253.wav', 'rtf': '0.0091'}",3.111
BAC009S0200W0323,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0200W0323.wav,"{'uttid': 'BAC009S0200W0323', 'text': '通过家庭影响生活', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0200W0323.wav', 'rtf': '0.0091'}",2.891
BAC009S0124W0292,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0124W0292.wav,"{'uttid': 'BAC009S0124W0292', 'text': '我们是不是该知足', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0124W0292.wav', 'rtf': '0.0091'}",2.423
BAC009S0091W0246,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0091W0246.wav,"{'uttid': 'BAC009S0091W0246', 'text': '做好降费的 THINGS操作', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0091W0246.wav', 'rtf': '0.0091'}",2.793
BAC009S0168W0364,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0168W0364.wav,"{'uttid': 'BAC009S0168W0364', 'text': '为什么叫你老公的亲生父母', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0168W0364.wav', 'rtf': '0.0091'}",3.194
BAC009S0115W0401,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0115W0401.wav,"{'uttid': 'BAC009S0115W0401', 'text': '需要不同的 RENEWABLE天体', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0115W0401.wav', 'rtf': '0.0091'}",3.249
BAC009S0189W0231,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0189W0231.wav,"{'uttid': 'BAC009S0189W0231', 'text': '一旦生产企业支撑不住', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0189W0231.wav', 'rtf': '0.0091'}",3.505
BAC009S0202W0324,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0202W0324.wav,"{'uttid': 'BAC009S0202W0324', 'text': '完成自主导航自主检测', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0202W0324.wav', 'rtf': '0.0091'}",3.423
BAC009S0113W0214,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0113W0214.wav,"{'uttid': 'BAC009S0113W0214', 'text': '检查共发现二百多人死亡', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0113W0214.wav', 'rtf': '0.0091'}",3.21
BAC009S0194W0299,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0194W0299.wav,"{'uttid': 'BAC009S0194W0299', 'text': '当用户从电脑格式 SHOOTING', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0194W0299.wav', 'rtf': '0.0091'}",3.065
BAC009S0095W0266,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0095W0266.wav,"{'uttid': 'BAC009S0095W0266', 'text': '而且是社会的一种生活', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0095W0266.wav', 'rtf': '0.0091'}",2.703
BAC009S0521W0384,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0521W0384.wav,"{'uttid': 'BAC009S0521W0384', 'text': '我也不会喜欢你我喜欢你的心里面', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0521W0384.wav', 'rtf': '0.0091'}",3.509
BAC009S0105W0229,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0105W0229.wav,"{'uttid': 'BAC009S0105W0229', 'text': '对整个天津的实际控制人来说', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0105W0229.wav', 'rtf': '0.0091'}",4.018
BAC009S0356W0406,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0356W0406.wav,"{'uttid': 'BAC009S0356W0406', 'text': '重启后的马尔文科', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0356W0406.wav', 'rtf': '0.0091'}",2.827
BAC009S0021W0210,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0021W0210.wav,"{'uttid': 'BAC009S0021W0210', 'text': '全家统计一次一小时', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0021W0210.wav', 'rtf': '0.0091'}",2.892
BAC009S0138W0275,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0138W0275.wav,"{'uttid': 'BAC009S0138W0275', 'text': '色彩调整点相当于脸部', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0138W0275.wav', 'rtf': '0.0091'}",3.157
BAC009S0027W0284,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0027W0284.wav,"{'uttid': 'BAC009S0027W0284', 'text': '我们分期付款设备回收', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0027W0284.wav', 'rtf': '0.0091'}",4.182
BAC009S0360W0384,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0360W0384.wav,"{'uttid': 'BAC009S0360W0384', 'text': '想 GO国际先进的制冰设备', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0360W0384.wav', 'rtf': '0.0091'}",5.031
BAC009S0337W0139,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0337W0139.wav,"{'uttid': 'BAC009S0337W0139', 'text': '短车刚启动应装 TOOL战略', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0337W0139.wav', 'rtf': '0.0091'}",4.34
BAC009S0664W0262,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0664W0262.wav,"{'uttid': 'BAC009S0664W0262', 'text': '特斯拉拓展直销模式', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0664W0262.wav', 'rtf': '0.0091'}",2.967
BAC009S0357W0327,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0357W0327.wav,"{'uttid': 'BAC009S0357W0327', 'text': '或许此时咨询该模式', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0357W0327.wav', 'rtf': '0.0091'}",3.478
BAC009S0515W0252,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0515W0252.wav,"{'uttid': 'BAC009S0515W0252', 'text': 'PEOPLE白了以后总感觉很好', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0515W0252.wav', 'rtf': '0.0091'}",3.178
BAC009S0173W0286,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0173W0286.wav,"{'uttid': 'BAC009S0173W0286', 'text': '以及汽车共享模式方面', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0173W0286.wav', 'rtf': '0.0091'}",3.369
BAC009S0142W0237,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0142W0237.wav,"{'uttid': 'BAC009S0142W0237', 'text': '在保障房封闭运作之后', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0142W0237.wav', 'rtf': '0.0091'}",3.574
BAC009S0336W0213,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0336W0213.wav,"{'uttid': 'BAC009S0336W0213', 'text': '我们的爱情是两颗星星眯着眼睛', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0336W0213.wav', 'rtf': '0.0091'}",3.561
BAC009S0706W0150,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0706W0150.wav,"{'uttid': 'BAC009S0706W0150', 'text': '变相的 DETAILS上投入投入', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0706W0150.wav', 'rtf': '0.0091'}",3.223
BAC009S0251W0296,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0251W0296.wav,"{'uttid': 'BAC009S0251W0296', 'text': '包括一些适应温度', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0251W0296.wav', 'rtf': '0.0091'}",3.032
BAC009S0659W0245,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0659W0245.wav,"{'uttid': 'BAC009S0659W0245', 'text': '我们相互怎么看怎么看', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0659W0245.wav', 'rtf': '0.0091'}",3.097
BAC009S0334W0159,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0334W0159.wav,"{'uttid': 'BAC009S0334W0159', 'text': '大力推进新资产模式', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0334W0159.wav', 'rtf': '0.0091'}",3.627
